facing_vig,person_vig,text_vig,facing_train,person_train,food_train,correct_key_train,facing_exp,person_exp,food_exp,showL_R,consistent,vig_random.thisRepN,vig_random.thisTrialN,vig_random.thisN,vig_random.thisIndex,trainTrials.thisRepN,trainTrials.thisTrialN,trainTrials.thisN,trainTrials.thisIndex,expBlock.thisRepN,expBlock.thisTrialN,expBlock.thisN,expBlock.thisIndex,breakLoop.thisRepN,breakLoop.thisTrialN,breakLoop.thisN,breakLoop.thisIndex,expTrials.thisRepN,expTrials.thisTrialN,expTrials.thisN,expTrials.thisIndex,train_resp.keys,train_resp.corr,train_resp.rt,train_resp.started,train_resp.stopped,exp_resp.keys,exp_resp.rt,exp_resp.started,exp_resp.stopped,session,participant,date,expName,psychopyVersion,frameRate
,,,C,U,d,n,L,D,g,L,i,,,,,5,19,119,15,1,0,1,0,,,,,0,6,6,14,,,,,,up,0.717241123,2840.413995,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,R,G,d,R,i,,,,,5,19,119,15,1,0,1,0,,,,,0,7,7,5,,,,,,up,0.417024268,2842.41556,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,R,D,g,L,i,,,,,5,19,119,15,1,0,1,0,,,,,0,8,8,2,,,,,,up,0.53345466,2844.133833,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,L,G,y,L,y,,,,,5,19,119,15,1,0,1,0,,,,,0,9,9,34,,,,,,down,0.517041112,2845.951642,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,R,G,d,L,i,,,,,5,19,119,15,1,0,1,0,,,,,0,10,10,4,,,,,,up,0.483834579,2847.753009,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,L,U,y,R,u,,,,,5,19,119,15,1,0,1,0,,,,,0,11,11,25,,,,,,down,0.467041897,2849.521017,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,R,U,g,R,u,,,,,5,19,119,15,1,0,1,0,,,,,0,12,12,11,,,,,,up,0.500108971,2851.28934,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,R,U,g,L,u,,,,,5,19,119,15,1,0,1,0,,,,,0,13,13,10,,,,,,up,0.316927432,2853.057074,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,L,U,d,L,u,,,,,5,19,119,15,1,0,1,0,,,,,0,14,14,20,,,,,,down,0.500377625,2854.658333,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,R,G,y,R,y,,,,,5,19,119,15,1,0,1,0,,,,,0,15,15,29,,,,,,down,0.56711066,2856.443042,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,L,D,y,R,y,,,,,5,19,119,15,1,0,1,0,,,,,0,16,16,33,,,,,,down,0.533473677,2858.311418,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,L,G,d,L,i,,,,,5,19,119,15,1,0,1,0,,,,,0,17,17,16,,,,,,up,0.483703875,2860.129215,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,L,U,g,R,u,,,,,5,19,119,15,1,0,1,0,,,,,0,18,18,23,,,,,,up,0.500384266,2861.897243,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,L,U,g,L,u,,,,,5,19,119,15,1,0,1,0,,,,,0,19,19,22,,,,,,up,0.517101484,2863.665123,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,R,U,d,R,u,,,,,5,19,119,15,1,0,1,0,,,,,0,20,20,9,,,,,,up,0.650243056,2865.483594,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,L,D,y,L,y,,,,,5,19,119,15,1,0,1,0,,,,,0,21,21,32,,,,,,down,0.43366421,2867.418163,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,R,U,d,L,u,,,,,5,19,119,15,1,0,1,0,,,,,0,22,22,8,,,,,,up,0.884033564,2869.136138,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,R,G,g,L,c ,,,,,5,19,119,15,1,0,1,0,,,,,0,23,23,6,,,,,,up,0.366968907,2871.304472,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,L,G,d,R,i,,,,,5,19,119,15,1,0,1,0,,,,,0,24,24,17,,,,,,up,0.400302221,2872.955765,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,L,U,y,L,u,,,,,5,19,119,15,1,0,1,0,,,,,0,25,25,24,,,,,,down,0.383653826,2874.640369,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,R,D,y,R,y,,,,,5,19,119,15,1,0,1,0,,,,,0,26,26,27,,,,,,down,0.433663607,2876.30835,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,L,G,g,L,c ,,,,,5,19,119,15,1,0,1,0,,,,,0,27,27,18,,,,,,up,0.450058742,2878.043301,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,L,G,g,R,c ,,,,,5,19,119,15,1,0,1,0,,,,,0,28,28,19,,,,,,up,0.41699046,2879.777693,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,L,D,g,R,i,,,,,5,19,119,15,1,0,1,0,,,,,0,29,29,15,,,,,,up,0.366944457,2881.479004,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,R,D,d,R,c ,,,,,5,19,119,15,1,0,1,0,,,,,0,30,30,1,,,,,,up,0.416970236,2883.130282,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,R,D,y,L,y,,,,,5,19,119,15,1,0,1,0,,,,,0,31,31,26,,,,,,down,0.497126912,2884.851595,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,R,G,y,L,y,,,,,5,19,119,15,1,0,1,0,,,,,0,32,32,28,,,,,,down,0.517093032,2886.632948,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,R,D,g,R,i,,,,,5,19,119,15,1,0,1,0,,,,,0,33,33,3,,,,,,up,0.500377021,2888.434368,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,L,D,d,L,c ,,,,,5,19,119,15,1,0,1,0,,,,,0,34,34,12,,,,,,up,0.433661494,2890.219074,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,R,U,y,L,u,,,,,5,19,119,15,1,0,1,0,,,,,0,35,35,30,,,,,,down,0.516705144,2891.954079,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,R,U,y,R,u,,,,,5,19,119,15,1,0,1,0,,,,,1,0,36,31,,,,,,down,0.567254043,2893.738303,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,R,G,y,L,y,,,,,5,19,119,15,1,0,1,0,,,,,1,1,37,28,,,,,,down,0.600453633,2895.606564,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,R,D,y,L,y,,,,,5,19,119,15,1,0,1,0,,,,,1,2,38,26,,,,,,down,0.567099189,2897.508036,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,L,U,g,L,u,,,,,5,19,119,15,1,0,1,0,,,,,1,3,39,22,,,,,,up,0.617124364,2899.359462,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,L,G,g,R,c ,,,,,5,19,119,15,1,0,1,0,,,,,1,4,40,19,,,,,,up,0.46701805,2901.260918,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,R,D,y,R,y,,,,,5,19,119,15,1,0,1,0,,,,,1,5,41,27,,,,,,down,0.567101302,2903.012268,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,L,U,g,R,u,,,,,5,19,119,15,1,0,1,0,,,,,1,6,42,23,,,,,,up,0.767257544,2904.863693,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,R,G,d,R,i,,,,,5,19,119,15,1,0,1,0,,,,,1,7,43,5,,,,,,up,0.500386681,2906.915274,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,L,G,y,R,y,,,,,5,19,119,15,1,0,1,0,,,,,1,8,44,35,,,,,,down,0.51708458,2908.699963,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,R,G,g,R,c ,,,,,5,19,119,15,1,0,1,0,,,,,1,9,45,7,,,,,,up,0.500389699,2910.501373,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,R,D,g,R,i,,,,,5,19,119,15,1,0,1,0,,,,,1,10,46,3,,,,,,up,0.450344903,2912.2694,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,R,G,g,L,c ,,,,,5,19,119,15,1,0,1,0,,,,,1,11,47,6,,,,,,up,0.51706677,2914.004071,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,R,U,y,L,u,,,,,5,19,119,15,1,0,1,0,,,,,1,12,48,30,,,,,,down,0.483693913,2915.805466,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,L,U,d,R,u,,,,,5,19,119,15,1,0,1,0,,,,,1,13,49,21,,,,,,up,0.500134327,2917.590418,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,R,U,g,L,u,,,,,5,19,119,15,1,0,1,0,,,,,1,14,50,10,,,,,,up,0.550412459,2919.374883,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,R,U,d,R,u,,,,,5,19,119,15,1,0,1,0,,,,,1,15,51,9,,,,,,up,0.433667229,2921.209626,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,L,D,y,L,y,,,,,5,19,119,15,1,0,1,0,,,,,1,16,52,32,,,,,,down,0.51705862,2922.944299,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,L,D,g,L,i,,,,,5,19,119,15,1,0,1,0,,,,,1,17,53,14,,,,,,up,0.463581091,2924.78249,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,L,D,d,L,c ,,,,,5,19,119,15,1,0,1,0,,,,,1,18,54,12,,,,,,up,0.40030856,2926.5304,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,L,G,d,L,i,,,,,5,19,119,15,1,0,1,0,,,,,1,19,55,16,,,,,,up,0.683750542,2928.215024,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,R,U,d,L,u,,,,,5,19,119,15,1,0,1,0,,,,,1,20,56,8,,,,,,up,0.433669946,2930.183209,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,R,D,g,L,i,,,,,5,19,119,15,1,0,1,0,,,,,1,21,57,2,,,,,,up,0.516792079,2931.918154,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,L,G,d,R,i,,,,,5,19,119,15,1,0,1,0,,,,,1,22,58,17,,,,,,up,0.500385473,2933.719266,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,L,D,d,R,c ,,,,,5,19,119,15,1,0,1,0,,,,,1,23,59,13,,,,,,up,0.433659682,2935.487302,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,L,G,y,L,y,,,,,5,19,119,15,1,0,1,0,,,,,1,24,60,34,,,,,,down,0.583781694,2937.205289,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,R,G,d,L,i,,,,,5,19,119,15,1,0,1,0,,,,,1,25,61,4,,,,,,up,0.550166143,2939.090329,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,R,U,g,R,u,,,,,5,19,119,15,1,0,1,0,,,,,1,26,62,11,,,,,,up,0.53374535,2940.924822,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,R,G,y,R,y,,,,,5,19,119,15,1,0,1,0,,,,,1,27,63,29,,,,,,down,0.617134326,2942.759572,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,L,D,y,R,y,,,,,5,19,119,15,1,0,1,0,,,,,1,28,64,33,,,,,,down,0.63380717,2944.66104,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,L,U,y,L,u,,,,,5,19,119,15,1,0,1,0,,,,,1,29,65,24,,,,,,down,0.617138854,2946.579181,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,R,D,d,R,c ,,,,,5,19,119,15,1,0,1,0,,,,,1,30,66,1,,,,,,up,0.617140665,2948.480649,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,L,U,y,R,u,,,,,5,19,119,15,1,0,1,0,,,,,1,31,67,25,,,,,,down,0.583756941,2950.398806,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,L,D,g,R,i,,,,,5,19,119,15,1,0,1,0,,,,,1,32,68,15,,,,,,up,0.650476393,2952.300273,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,L,U,d,L,u,,,,,5,19,119,15,1,0,1,0,,,,,1,33,69,20,,,,,,up,0.583767506,2954.235094,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,L,G,g,L,c ,,,,,5,19,119,15,1,0,1,0,,,,,1,34,70,18,,,,,,up,0.517082165,2956.103188,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,R,D,d,L,c,,,,,5,19,119,15,1,0,1,0,,,,,1,35,71,0,,,,,,up,0.600446388,2957.904584,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,,,,,,,,,,5,19,119,15,2,0,2,0,0,0,0,0,,,,,,,,,,,,,,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,L,G,d,R,i,,,,,5,19,119,15,2,0,2,0,,,,,0,0,0,17,,,,,,up,0.617131307,2962.941794,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,R,D,g,R,i,,,,,5,19,119,15,2,0,2,0,,,,,0,1,1,3,,,,,,up,0.530408608,2964.863271,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,L,G,d,L,i,,,,,5,19,119,15,2,0,2,0,,,,,0,2,2,16,,,,,,up,0.650504164,2966.678003,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,R,G,g,R,c ,,,,,5,19,119,15,2,0,2,0,,,,,0,3,3,7,,,,,,up,0.500408113,2968.612806,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,R,D,y,L,y,,,,,5,19,119,15,2,0,2,0,,,,,0,4,4,26,,,,,,down,0.617136137,2970.397538,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,R,G,y,L,y,,,,,5,19,119,15,2,0,2,0,,,,,0,5,5,28,,,,,,down,0.617137646,2972.299004,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,L,D,g,R,i,,,,,5,19,119,15,2,0,2,0,,,,,0,6,6,15,,,,,,up,0.61714157,2974.200471,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,L,G,g,L,c ,,,,,5,19,119,15,2,0,2,0,,,,,0,7,7,18,,,,,,up,0.583769317,2976.10194,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,R,U,d,R,u,,,,,5,19,119,15,2,0,2,0,,,,,0,8,8,9,,,,,,up,0.80035088,2977.986987,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,R,U,g,L,u,,,,,5,19,119,15,2,0,2,0,,,,,0,9,9,10,,,,,,up,0.517079448,2980.054965,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,R,G,g,L,c ,,,,,5,19,119,15,2,0,2,0,,,,,0,10,10,6,,,,,,up,0.433665418,2981.856373,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,L,U,g,L,u,,,,,5,19,119,15,2,0,2,0,,,,,0,11,11,22,,,,,,up,0.433663003,2983.557683,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,R,D,d,R,c ,,,,,5,19,119,15,2,0,2,0,,,,,0,12,12,1,,,,,,up,0.483428882,2985.292627,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,L,U,y,L,u,,,,,5,19,119,15,2,0,2,0,,,,,0,13,13,24,,,,,,down,0.700550771,2987.077044,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,L,D,y,L,y,,,,,5,19,119,15,2,0,2,0,,,,,0,14,14,32,,,,,,down,0.917366576,2989.061927,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,L,D,g,L,i,,,,,5,19,119,15,2,0,2,0,,,,,0,15,15,14,,,,,,down,0.867341702,2991.280288,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,R,U,y,L,u,,,,,5,19,119,15,2,0,2,0,,,,,0,16,16,30,,,,,,down,0.63384611,2993.431932,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,R,D,y,R,y,,,,,5,19,119,15,2,0,2,0,,,,,0,17,17,27,,,,,,down,0.683826912,2995.366809,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,R,U,d,L,u,,,,,5,19,119,15,2,0,2,0,,,,,0,18,18,8,,,,,,up,0.400303428,2997.351649,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,L,U,y,R,u,,,,,5,19,119,15,2,0,2,0,,,,,0,19,19,25,,,,,,down,0.533752896,2999.036267,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,L,U,d,R,u,,,,,5,19,119,15,2,0,2,0,,,,,0,20,20,21,,,,,,up,0.517088202,3000.837644,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,R,D,g,L,i,,,,,5,19,119,15,2,0,2,0,,,,,0,21,21,2,,,,,,up,0.58378109,3002.639054,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,L,U,g,R,u,,,,,5,19,119,15,2,0,2,0,,,,,0,22,22,23,,,,,,up,0.817015877,3004.524114,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,R,G,d,R,i,,,,,5,19,119,15,2,0,2,0,,,,,0,23,23,5,,,,,,up,0.567100095,3006.625462,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,L,D,d,L,c ,,,,,5,19,119,15,2,0,2,0,,,,,0,24,24,12,,,,,,up,0.533734181,3008.476892,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,R,U,y,R,u,,,,,5,19,119,15,2,0,2,0,,,,,0,25,25,31,,,,,,down,0.717215163,3010.294961,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,L,G,y,R,y,,,,,5,19,119,15,2,0,2,0,,,,,0,26,26,35,,,,,,down,0.583806446,3012.296472,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,R,U,g,R,u,,,,,5,19,119,15,2,0,2,0,,,,,0,27,27,11,,,,,,up,0.5337372,3014.164608,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,L,U,d,L,u,,,,,5,19,119,15,2,0,2,0,,,,,0,28,28,20,,,,,,up,0.416965708,3015.98269,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,L,D,y,R,y,,,,,5,19,119,15,2,0,2,0,,,,,0,29,29,33,,,,,,down,0.633578664,3017.700903,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,L,D,d,R,c ,,,,,5,19,119,15,2,0,2,0,,,,,0,30,30,13,,,,,,up,0.867330534,3019.618809,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,R,D,d,L,c,,,,,5,19,119,15,2,0,2,0,,,,,0,31,31,0,,,,,,up,0.533628229,3021.770554,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,L,G,g,R,c ,,,,,5,19,119,15,2,0,2,0,,,,,0,32,32,19,,,,,,up,0.533743237,3023.60522,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,R,G,d,L,i,,,,,5,19,119,15,2,0,2,0,,,,,0,33,33,4,,,,,,up,0.483704176,3025.423286,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,L,G,y,L,y,,,,,5,19,119,15,2,0,2,0,,,,,0,34,34,34,,,,,,down,0.567090134,3027.191314,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,R,G,y,R,y,,,,,5,19,119,15,2,0,2,0,,,,,0,35,35,29,,,,,,down,0.550429363,3029.042727,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,L,U,g,R,u,,,,,5,19,119,15,2,0,2,0,,,,,1,0,36,23,,,,,,up,0.650244264,3030.894418,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,L,D,g,L,i,,,,,5,19,119,15,2,0,2,0,,,,,1,1,37,14,,,,,,up,0.483706893,3032.828992,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,R,G,d,R,i,,,,,5,19,119,15,2,0,2,0,,,,,1,2,38,5,,,,,,up,0.450363015,3034.597002,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,R,U,d,R,u,,,,,5,19,119,15,2,0,2,0,,,,,1,3,39,9,,,,,,up,0.366966794,3036.331663,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,R,G,y,L,y,,,,,5,19,119,15,2,0,2,0,,,,,1,4,40,28,,,,,,down,0.566849251,3037.999893,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,L,G,y,R,y,,,,,5,19,119,15,2,0,2,0,,,,,1,5,41,35,,,,,,down,0.683864644,3039.85107,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,L,G,g,L,c ,,,,,5,19,119,15,2,0,2,0,,,,,1,6,42,18,,,,,,up,0.517088504,3041.802552,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,R,D,d,R,c ,,,,,5,19,119,15,2,0,2,0,,,,,1,7,43,1,,,,,,up,0.617033807,3043.60396,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,L,D,d,R,c ,,,,,5,19,119,15,2,0,2,0,,,,,1,8,44,13,,,,,,up,0.417020042,3045.505407,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,R,U,g,L,u,,,,,5,19,119,15,2,0,2,0,,,,,1,9,45,10,,,,,,up,0.533731464,3047.206746,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,R,D,g,L,i,,,,,5,19,119,15,2,0,2,0,,,,,1,10,46,2,,,,,,up,0.533742633,3049.024806,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,L,D,y,R,y,,,,,5,19,119,15,2,0,2,0,,,,,1,11,47,33,,,,,,down,0.516847017,3050.859787,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
,,,C,U,d,n,R,G,g,L,c ,,,,,5,19,119,15,2,0,2,0,,,,,1,12,48,6,,,,,,up,0.550419402,3052.660944,None,1,2,2019_Jun_04_1204,ACPT_experiment_5_30_19,3.1.0,59.95670855
