facing_vig,person_vig,text_vig,facing_train,person_train,food_train,correct_key_train,facing_exp,person_exp,food_exp,showL_R,consistent,vig_random.thisRepN,vig_random.thisTrialN,vig_random.thisN,vig_random.thisIndex,trainTrials.thisRepN,trainTrials.thisTrialN,trainTrials.thisN,trainTrials.thisIndex,expBlock.thisRepN,expBlock.thisTrialN,expBlock.thisN,expBlock.thisIndex,breakLoop.thisRepN,breakLoop.thisTrialN,breakLoop.thisN,breakLoop.thisIndex,expTrials.thisRepN,expTrials.thisTrialN,expTrials.thisN,expTrials.thisIndex,train_resp.keys,train_resp.corr,train_resp.rt,train_resp.started,train_resp.stopped,exp_resp.keys,exp_resp.rt,exp_resp.started,exp_resp.stopped,session,participant,date,expName,psychopyVersion,frameRate,
C,U,"did not report her food preferences, so her food preferences are unknown.",,,,,,,,,,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,001,82,2019_Oct_31_1024,ACPT_experiment_5_30_19,3.1.0,59.952945778106674,
C,G,"cannot eat dairy products because she is lactose intolerant. She enjoys eating wheat products. She thinks eating insects, like crickets, is disgusting.",,,,,,,,,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,001,82,2019_Oct_31_1024,ACPT_experiment_5_30_19,3.1.0,59.952945778106674,
C,D,"is allergic to gluten, meaning she can’t eat wheat products. She enjoys eating dairy products. She thinks eating insects, like crickets, is disgusting.",,,,,,,,,,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,001,82,2019_Oct_31_1024,ACPT_experiment_5_30_19,3.1.0,59.952945778106674,
,,,C,G,y,b,,,,,,,,,,0,0,0,14,,,,,,,,,,,,,b,1,2.00161679633311,65.22756981867133,None,,,,,001,82,2019_Oct_31_1024,ACPT_experiment_5_30_19,3.1.0,59.952945778106674,
,,,C,D,g,b,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,b,1,2.0016512090951437,70.51510629922268,None,,,,,001,82,2019_Oct_31_1024,ACPT_experiment_5_30_19,3.1.0,59.952945778106674,
,,,C,U,y,n,,,,,,,,,,0,2,2,8,,,,,,,,,,,,,b,0,1.2009772018354852,75.80267870187527,None,,,,,001,82,2019_Oct_31_1024,ACPT_experiment_5_30_19,3.1.0,59.952945778106674,
,,,C,D,d,v,,,,,,,,,,0,3,3,9,,,,,,,,,,,,,v,1,1.5510042490786873,80.30651632916124,None,,,,,001,82,2019_Oct_31_1024,ACPT_experiment_5_30_19,3.1.0,59.952945778106674,
,,,C,G,d,b,,,,,,,,,,0,4,4,12,,,,,,,,,,,,,b,1,1.3010646223410731,85.14346743043279,None,,,,,001,82,2019_Oct_31_1024,ACPT_experiment_5_30_19,3.1.0,59.952945778106674,
,,,C,U,d,n,,,,,,,,,,0,5,5,15,,,,,,,,,,,,,n,1,1.0506085022352636,89.74738523342239,None,,,,,001,82,2019_Oct_31_1024,ACPT_experiment_5_30_19,3.1.0,59.952945778106674,
,,,C,U,y,n,,,,,,,,,,0,6,6,17,,,,,,,,,,,,,n,1,1.217645961442031,94.08394270093413,None,,,,,001,82,2019_Oct_31_1024,ACPT_experiment_5_30_19,3.1.0,59.952945778106674,
,,,C,G,g,v,,,,,,,,,,0,7,7,4,,,,,,,,,,,,,v,1,1.6513114283006871,98.60423144216475,None,,,,,001,82,2019_Oct_31_1024,ACPT_experiment_5_30_19,3.1.0,59.952945778106674,
,,,C,U,g,n,,,,,,,,,,0,8,8,16,,,,,,,,,,,,,n,1,1.5512469496316044,103.54148791145417,None,,,,,001,82,2019_Oct_31_1024,ACPT_experiment_5_30_19,3.1.0,59.952945778106674,
,,,C,G,g,v,,,,,,,,,,0,9,9,19,,,,,,,,,,,,,v,1,1.034187574929092,108.36198065397912,None,,,,,001,82,2019_Oct_31_1024,ACPT_experiment_5_30_19,3.1.0,59.952945778106674,
,,,C,D,d,v,,,,,,,,,,0,10,10,18,,,,,,,,,,,,,b,0,1.000822585891001,112.68210149713559,None,,,,,001,82,2019_Oct_31_1024,ACPT_experiment_5_30_19,3.1.0,59.952945778106674,
,,,C,U,d,n,,,,,,,,,,0,11,11,6,,,,,,,,,,,,,n,1,1.5846040901815286,116.96887516134302,None,,,,,001,82,2019_Oct_31_1024,ACPT_experiment_5_30_19,3.1.0,59.952945778106674,
,,,C,D,y,b,,,,,,,,,,0,12,12,2,,,,,,,,,,,,,b,1,1.3344395729945973,121.8394010487973,None,,,,,001,82,2019_Oct_31_1024,ACPT_experiment_5_30_19,3.1.0,59.952945778106674,
,,,C,G,d,b,,,,,,,,,,0,13,13,3,,,,,,,,,,,,,b,1,1.5343300558743067,126.47670014163305,None,,,,,001,82,2019_Oct_31_1024,ACPT_experiment_5_30_19,3.1.0,59.952945778106674,
,,,C,D,y,b,,,,,,,,,,0,14,14,11,,,,,,,,,,,,,b,1,1.1175642764137592,131.29697886090435,None,,,,,001,82,2019_Oct_31_1024,ACPT_experiment_5_30_19,3.1.0,59.952945778106674,
,,,C,D,g,b,,,,,,,,,,0,15,15,10,,,,,,,,,,,,,b,1,3.4525251726445276,135.71741171313624,None,,,,,001,82,2019_Oct_31_1024,ACPT_experiment_5_30_19,3.1.0,59.952945778106674,
,,,C,G,y,b,,,,,,,,,,0,16,16,5,,,,,,,,,,,,,b,1,1.6346610825421521,142.4558843417035,None,,,,,001,82,2019_Oct_31_1024,ACPT_experiment_5_30_19,3.1.0,59.952945778106674,
,,,C,G,g,v,,,,,,,,,,0,17,17,13,,,,,,,,,,,,,v,1,1.4011245730216615,147.3764789943234,None,,,,,001,82,2019_Oct_31_1024,ACPT_experiment_5_30_19,3.1.0,59.952945778106674,
,,,C,D,d,v,,,,,,,,,,0,18,18,0,,,,,,,,,,,,,v,1,1.2839409501029877,152.08063273607695,None,,,,,001,82,2019_Oct_31_1024,ACPT_experiment_5_30_19,3.1.0,59.952945778106674,
,,,C,U,g,n,,,,,,,,,,0,19,19,7,,,,,,,,,,,,,n,1,0.8340024704812095,156.66723065367842,None,,,,,001,82,2019_Oct_31_1024,ACPT_experiment_5_30_19,3.1.0,59.952945778106674,
,,,C,D,g,b,,,,,,,,,,1,0,20,10,,,,,,,,,,,,,b,1,1.6676414938265225,160.80419829723542,None,,,,,001,82,2019_Oct_31_1024,ACPT_experiment_5_30_19,3.1.0,59.952945778106674,
,,,C,G,g,v,,,,,,,,,,1,1,21,19,,,,,,,,,,,,,v,1,1.5846185797563521,165.75781652802834,None,,,,,001,82,2019_Oct_31_1024,ACPT_experiment_5_30_19,3.1.0,59.952945778106674,
,,,C,U,g,n,,,,,,,,,,1,2,22,16,,,,,,,,,,,,,n,1,0.7839820039371261,170.62836897972738,None,,,,,001,82,2019_Oct_31_1024,ACPT_experiment_5_30_19,3.1.0,59.952945778106674,
,,,C,U,y,n,,,,,,,,,,1,3,23,17,,,,,,,,,,,,,n,1,0.7639637349784607,174.7182822957693,None,,,,,001,82,2019_Oct_31_1024,ACPT_experiment_5_30_19,3.1.0,59.952945778106674,
,,,C,G,g,v,,,,,,,,,,1,4,24,13,,,,,,,,,,,,,v,1,0.8340088096738327,178.76820103335194,None,,,,,001,82,2019_Oct_31_1024,ACPT_experiment_5_30_19,3.1.0,59.952945778106674,
,,,C,D,d,v,,,,,,,,,,1,5,25,0,,,,,,,,,,,,,v,1,0.6171501157223247,182.90484658547211,None,,,,,001,82,2019_Oct_31_1024,ACPT_experiment_5_30_19,3.1.0,59.952945778106674,
,,,C,U,d,n,,,,,,,,,,1,6,26,15,,,,,,,,,,,,,n,1,0.6338487601024099,186.8079474776605,None,,,,,001,82,2019_Oct_31_1024,ACPT_experiment_5_30_19,3.1.0,59.952945778106674,
,,,C,G,g,v,,,,,,,,,,1,7,27,4,,,,,,,,,,,,,v,1,0.8837790289835539,190.7446974151826,None,,,,,001,82,2019_Oct_31_1024,ACPT_experiment_5_30_19,3.1.0,59.952945778106674,
,,,C,G,d,b,,,,,,,,,,1,8,28,3,,,,,,,,,,,,,b,1,0.7506139962206362,194.89774276396201,None,,,,,001,82,2019_Oct_31_1024,ACPT_experiment_5_30_19,3.1.0,59.952945778106674,
