facing_vig,person_vig,text_vig,facing_train,person_train,food_train,correct_key_train,facing_exp,person_exp,food_exp,showL_R,consistent,vig_random.thisRepN,vig_random.thisTrialN,vig_random.thisN,vig_random.thisIndex,trainTrials.thisRepN,trainTrials.thisTrialN,trainTrials.thisN,trainTrials.thisIndex,expBlock.thisRepN,expBlock.thisTrialN,expBlock.thisN,expBlock.thisIndex,breakLoop.thisRepN,breakLoop.thisTrialN,breakLoop.thisN,breakLoop.thisIndex,expTrials.thisRepN,expTrials.thisTrialN,expTrials.thisN,expTrials.thisIndex,train_resp.keys,train_resp.corr,train_resp.rt,train_resp.started,train_resp.stopped,exp_resp.keys,exp_resp.rt,exp_resp.started,exp_resp.stopped,session,participant,date,expName,psychopyVersion,frameRate,
C,U,"did not report her food preferences, so her food preferences are unknown.",,,,,,,,,,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,001,98,2019_Nov_08_1100,ACPT_experiment_5_30_19,3.1.0,59.95462919734242,
C,D,"is allergic to gluten, meaning she can’t eat wheat products. She enjoys eating dairy products. She thinks eating insects, like crickets, is disgusting.",,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,001,98,2019_Nov_08_1100,ACPT_experiment_5_30_19,3.1.0,59.95462919734242,
C,G,"cannot eat dairy products because she is lactose intolerant. She enjoys eating wheat products. She thinks eating insects, like crickets, is disgusting.",,,,,,,,,,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,001,98,2019_Nov_08_1100,ACPT_experiment_5_30_19,3.1.0,59.95462919734242,
,,,C,U,g,n,,,,,,,,,,0,0,0,16,,,,,,,,,,,,,n,1,7.739253710033154,1951.8177588359963,None,,,,,001,98,2019_Nov_08_1100,ACPT_experiment_5_30_19,3.1.0,59.95462919734242,
,,,C,D,g,b,,,,,,,,,,0,1,1,10,,,,,,,,,,,,,b,1,9.207087813752423,1962.8428210107277,None,,,,,001,98,2019_Nov_08_1100,ACPT_experiment_5_30_19,3.1.0,59.95462919734242,
,,,C,G,y,b,,,,,,,,,,0,2,2,5,,,,,,,,,,,,,b,1,3.669481571859251,1975.3357133650543,None,,,,,001,98,2019_Nov_08_1100,ACPT_experiment_5_30_19,3.1.0,59.95462919734242,
,,,C,G,y,b,,,,,,,,,,0,3,3,14,,,,,,,,,,,,,b,1,5.687892657691918,1982.274326175026,None,,,,,001,98,2019_Nov_08_1100,ACPT_experiment_5_30_19,3.1.0,59.95462919734242,
,,,C,U,y,n,,,,,,,,,,0,4,4,8,,,,,,,,,,,,,n,1,1.2009341830771518,1991.2478543340899,None,,,,,001,98,2019_Nov_08_1100,ACPT_experiment_5_30_19,3.1.0,59.95462919734242,
,,,C,U,d,n,,,,,,,,,,0,5,5,6,,,,,,,,,,,,,n,1,1.1506350591530463,1995.7348825373751,None,,,,,001,98,2019_Nov_08_1100,ACPT_experiment_5_30_19,3.1.0,59.95462919734242,
,,,C,D,d,v,,,,,,,,,,0,6,6,9,,,,,,,,,,,,,v,1,5.804446093247407,2000.1713327020525,None,,,,,001,98,2019_Nov_08_1100,ACPT_experiment_5_30_19,3.1.0,59.95462919734242,
,,,C,G,g,v,,,,,,,,,,0,7,7,13,,,,,,,,,,,,,b,0,8.106196162146261,2009.2616056731972,None,,,,,001,98,2019_Nov_08_1100,ACPT_experiment_5_30_19,3.1.0,59.95462919734242,
,,,C,G,d,b,,,,,,,,,,0,8,8,3,,,,,,,,,,,,,b,1,6.05465610936335,2020.6536054703502,None,,,,,001,98,2019_Nov_08_1100,ACPT_experiment_5_30_19,3.1.0,59.95462919734242,
,,,C,D,y,b,,,,,,,,,,0,9,9,2,,,,,,,,,,,,,n,0,1.5178223162538416,2030.0107786639928,None,,,,,001,98,2019_Nov_08_1100,ACPT_experiment_5_30_19,3.1.0,59.95462919734242,
,,,C,D,d,v,,,,,,,,,,0,10,10,18,,,,,,,,,,,,,v,1,2.5185675980219457,2034.8144667975312,None,,,,,001,98,2019_Nov_08_1100,ACPT_experiment_5_30_19,3.1.0,59.95462919734242,
,,,C,U,d,n,,,,,,,,,,0,11,11,15,,,,,,,,,,,,,n,1,1.2509915205710058,2040.6188682161323,None,,,,,001,98,2019_Nov_08_1100,ACPT_experiment_5_30_19,3.1.0,59.95462919734242,
,,,C,G,g,v,,,,,,,,,,0,12,12,4,,,,,,,,,,,,,v,1,5.003582725521483,2045.1725866107067,None,,,,,001,98,2019_Nov_08_1100,ACPT_experiment_5_30_19,3.1.0,59.95462919734242,
,,,C,U,y,n,,,,,,,,,,0,13,13,17,,,,,,,,,,,,,n,1,0.733959160732411,2053.461977800927,None,,,,,001,98,2019_Nov_08_1100,ACPT_experiment_5_30_19,3.1.0,59.95462919734242,
,,,C,D,g,b,,,,,,,,,,0,14,14,1,,,,,,,,,,,,,b,1,4.503092360906976,2057.4988087264073,None,,,,,001,98,2019_Nov_08_1100,ACPT_experiment_5_30_19,3.1.0,59.95462919734242,
,,,C,U,g,n,,,,,,,,,,0,15,15,7,,,,,,,,,,,,,n,1,0.7672272831687224,2065.2877146835604,None,,,,,001,98,2019_Nov_08_1100,ACPT_experiment_5_30_19,3.1.0,59.95462919734242,
,,,C,D,d,v,,,,,,,,,,0,16,16,0,,,,,,,,,,,,,v,1,1.3176859378399968,2069.3407836355564,None,,,,,001,98,2019_Nov_08_1100,ACPT_experiment_5_30_19,3.1.0,59.95462919734242,
,,,C,D,y,b,,,,,,,,,,0,17,17,11,,,,,,,,,,,,,n,0,1.117564954068257,2073.9276183191405,None,,,,,001,98,2019_Nov_08_1100,ACPT_experiment_5_30_19,3.1.0,59.95462919734242,
,,,C,G,g,v,,,,,,,,,,0,18,18,19,,,,,,,,,,,,,v,1,7.171749262944104,2078.3480354173353,None,,,,,001,98,2019_Nov_08_1100,ACPT_experiment_5_30_19,3.1.0,59.95462919734242,
,,,C,G,d,b,,,,,,,,,,0,19,19,12,,,,,,,,,,,,,b,1,5.604290094212502,2088.7889545559237,None,,,,,001,98,2019_Nov_08_1100,ACPT_experiment_5_30_19,3.1.0,59.95462919734242,
,,,C,U,d,n,,,,,,,,,,1,0,20,15,,,,,,,,,,,,,n,1,0.8840206940208191,2097.6790712261773,None,,,,,001,98,2019_Nov_08_1100,ACPT_experiment_5_30_19,3.1.0,59.95462919734242,
,,,C,U,y,n,,,,,,,,,,1,1,21,17,,,,,,,,,,,,,n,1,1.1337915100666578,2101.8659869278363,None,,,,,001,98,2019_Nov_08_1100,ACPT_experiment_5_30_19,3.1.0,59.95462919734242,
,,,C,U,g,n,,,,,,,,,,1,2,22,7,,,,,,,,,,,,,n,1,0.8673416563005958,2106.285636406939,None,,,,,001,98,2019_Nov_08_1100,ACPT_experiment_5_30_19,3.1.0,59.95462919734242,
,,,C,G,d,b,,,,,,,,,,1,3,23,12,,,,,,,,,,,,,b,1,4.90349883981753,2110.4557363302374,None,,,,,001,98,2019_Nov_08_1100,ACPT_experiment_5_30_19,3.1.0,59.95462919734242,
,,,C,G,g,v,,,,,,,,,,1,4,24,4,,,,,,,,,,,,,v,1,1.7179894839505323,2118.6283857269336,None,,,,,001,98,2019_Nov_08_1100,ACPT_experiment_5_30_19,3.1.0,59.95462919734242,
,,,C,G,g,v,,,,,,,,,,1,5,25,13,,,,,,,,,,,,,v,1,1.6512763516266205,2123.615526069618,None,,,,,001,98,2019_Nov_08_1100,ACPT_experiment_5_30_19,3.1.0,59.95462919734242,
,,,C,G,y,b,,,,,,,,,,1,6,26,5,,,,,,,,,,,,,b,1,2.0515949905234265,2128.5359264148206,None,,,,,001,98,2019_Nov_08_1100,ACPT_experiment_5_30_19,3.1.0,59.95462919734242,
,,,C,D,y,b,,,,,,,,,,1,7,27,2,,,,,,,,,,,,,b,1,2.6854065739948965,2133.873350396231,None,,,,,001,98,2019_Nov_08_1100,ACPT_experiment_5_30_19,3.1.0,59.95462919734242,
,,,C,D,d,v,,,,,,,,,,1,8,28,9,,,,,,,,,,,,,v,1,2.218371784217652,2139.8278933398856,None,,,,,001,98,2019_Nov_08_1100,ACPT_experiment_5_30_19,3.1.0,59.95462919734242,
,,,C,G,y,b,,,,,,,,,,1,9,29,14,,,,,,,,,,,,,b,1,1.934845952462183,2145.3320684572545,None,,,,,001,98,2019_Nov_08_1100,ACPT_experiment_5_30_19,3.1.0,59.95462919734242,
,,,C,D,g,b,,,,,,,,,,1,10,30,10,,,,,,,,,,,,,b,1,6.488344596073148,2150.5527150261664,None,,,,,001,98,2019_Nov_08_1100,ACPT_experiment_5_30_19,3.1.0,59.95462919734242,
