facing_vig,person_vig,text_vig,facing_train,person_train,food_train,correct_key_train,vig_random.thisRepN,vig_random.thisTrialN,vig_random.thisN,vig_random.thisIndex,trainTrials.thisRepN,trainTrials.thisTrialN,trainTrials.thisN,trainTrials.thisIndex,train_resp.keys,train_resp.corr,train_resp.rt,train_resp.started,train_resp.stopped,session,participant,date,expName,psychopyVersion,frameRate,
,,,C,G,y,b,,,,,2,1,41,14,b,1,2.5519712439390787,332.912435946042,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,G,y,b,,,,,2,2,42,5,b,1,0.8006213414992089,338.75023363696073,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,G,d,b,,,,,2,3,43,3,b,1,4.286415670942915,342.83695671860187,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,U,y,n,,,,,2,4,44,17,b,0,1.9848754781414755,350.4091448042036,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,U,g,n,,,,,2,5,45,7,b,0,1.5512259601455298,355.6631468181904,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,D,d,v,,,,,2,6,46,18,v,1,4.219940522187244,360.5001931881843,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,D,g,b,,,,,2,7,47,10,b,1,24.36864380686984,367.9892587369359,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,D,d,v,,,,,2,8,48,0,v,1,1.5678745556679132,395.6270568504533,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,U,d,n,,,,,2,9,49,6,b,0,3.202482951141974,400.4807678143652,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,U,d,n,,,,,2,10,50,15,v,0,2.885705945848713,406.95223422135496,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,D,y,b,,,,,2,11,51,11,b,1,1.4844743108014882,413.12377416059735,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,G,g,v,,,,,2,12,52,13,v,1,1.5178354954305178,417.8940888037787,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,D,y,b,,,,,2,13,53,2,b,1,2.351804136159444,422.69775859445963,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,D,g,b,,,,,2,14,54,1,b,1,9.37384600245332,428.33539974257656,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,U,y,n,,,,,2,15,55,8,b,0,2.585317637598564,440.995083058845,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,D,d,v,,,,,2,16,56,9,b,0,0.1834816857599435,446.8662410288234,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,G,g,v,,,,,2,17,57,4,b,0,0.23677264648540586,None,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,G,d,b,,,,,2,18,58,12,b,1,0.2833201321409433,453.6049860059311,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,G,g,v,,,,,2,19,59,19,b,0,0.25019862160206685,457.15743991847467,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,G,y,b,,,,,3,0,60,14,b,1,0.19685091184783232,460.7134762644164,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,D,y,b,,,,,3,1,61,2,b,1,0.21682023114954063,464.19616147151464,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,U,y,n,,,,,3,2,62,8,b,0,0.3331635893400744,467.71591194482517,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,D,d,v,,,,,3,3,63,18,b,0,0.3836158911772145,471.33496597473095,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,D,d,v,,,,,3,4,64,0,b,0,0.2001707300578346,475.00443397069284,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,U,d,n,,,,,3,5,65,6,b,0,0.18347263006398862,478.49042058275245,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,D,g,b,,,,,3,6,66,10,b,1,0.04991922319004516,481.97669033624425,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,G,g,v,,,,,3,7,67,19,b,0,0.750310912234454,485.3292509248886,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,D,d,v,,,,,3,8,68,9,v,1,6.438267017464568,489.36540488621176,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,U,d,n,,,,,3,9,69,15,b,0,3.0857305773433836,499.08950710449517,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,G,d,b,,,,,3,10,70,12,b,1,1.250975600332822,505.46105235641244,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,D,y,b,,,,,3,11,71,11,b,1,1.417375526437354,510.01491141114275,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,U,g,n,,,,,3,12,72,7,v,0,2.601973779533182,514.7181435702141,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,G,y,b,,,,,3,13,73,5,b,1,1.0341357485076514,520.6059773028028,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,G,d,b,,,,,3,14,74,3,b,1,1.434175955799219,524.9261990949135,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,G,g,v,,,,,3,15,75,4,v,1,2.501910148175739,529.6295335833511,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,U,y,n,,,,,3,16,76,17,b,0,1.2176231695411843,535.4172870824723,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,D,g,b,,,,,3,17,77,1,b,1,2.8686429012996086,539.9376430799994,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,G,g,v,,,,,3,18,78,13,v,1,1.0341858566935116,546.0920946187434,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,U,g,n,,,,,3,19,79,16,b,0,1.4177736752117198,550.4120767367613,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,U,y,n,,,,,4,0,80,17,b,0,0.7505795645538456,555.0990086427564,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,D,g,b,,,,,4,1,81,10,None,0,,559.1524961120876,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,D,d,v,,,,,4,2,82,0,v,1,45.45146871317411,622.3671146016459,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,G,g,v,,,,,4,3,83,19,v,1,2.451885577053872,671.1043795761452,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,D,g,b,,,,,4,4,84,1,b,1,1.5845427718641076,676.8421151449875,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,D,y,b,,,,,4,5,85,11,b,1,1.117555010335309,681.6957844526978,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,U,y,n,,,,,4,6,86,8,b,0,0.6836344251687478,686.1160961376854,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,G,y,b,,,,,4,7,87,14,b,1,1.4344349487082582,690.0855603302552,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,U,g,n,,,,,4,8,88,16,b,0,1.217608076714896,694.8058331964912,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,U,d,n,,,,,4,9,89,6,b,0,0.914060537932528,699.3292720548461,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,G,y,b,,,,,4,10,90,5,b,1,0.9340929452509954,703.5291536063405,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,D,d,v,,,,,4,11,91,18,v,1,5.170404053088532,707.765978775863,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,U,d,n,,,,,4,12,92,15,b,0,3.4526513870905546,716.2221987109515,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,G,d,b,,,,,4,13,93,12,b,1,3.7695654352528436,722.9607079381021,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,U,g,n,,,,,4,14,94,7,b,0,0.900709725093293,730.0160955943429,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,G,g,v,,,,,4,15,95,13,v,1,0.8668930389467278,734.2197319393199,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,G,g,v,,,,,4,16,96,4,v,1,1.801437259722661,738.3557801904835,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,G,d,b,,,,,4,17,97,3,b,1,4.87041389361093,743.4263322136467,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,D,y,b,,,,,4,18,98,2,b,1,3.352566022062092,751.5825891563472,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,D,d,v,,,,,4,19,99,9,v,1,2.168329996812645,758.2209940015064,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,G,y,b,,,,,5,0,100,14,b,1,1.834744412031796,763.675169160404,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,D,y,b,,,,,5,1,101,2,b,1,1.4844857813495764,768.7957629605125,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,G,g,v,,,,,5,2,102,13,v,1,3.1023716264517134,773.5660676424277,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,D,d,v,,,,,5,3,103,0,v,1,4.303305449838263,779.9542796012593,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,U,g,n,,,,,5,4,104,16,b,0,1.4511239930070587,787.5434196482038,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,D,d,v,,,,,5,5,105,9,v,1,1.3844031330299913,792.2803740123254,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,D,g,b,,,,,5,6,106,10,v,0,1.2840563602385373,796.9508797910667,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,U,d,n,,,,,5,7,107,15,b,0,0.7005592194227575,801.520776483685,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,G,g,v,,,,,5,8,108,19,v,1,0.950471077313523,805.5241008297435,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,G,y,b,,,,,5,9,109,5,b,1,0.7338428269231372,809.7437748126076,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,U,d,n,,,,,5,10,110,6,b,0,2.668770103645329,813.7634428790834,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,G,d,b,,,,,5,11,111,12,b,1,2.151604729729115,819.7180690116493,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,U,y,n,,,,,5,12,112,8,b,0,0.9840942734190321,825.1555170923248,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,G,d,b,,,,,5,13,113,3,b,1,1.4344388728441118,829.4421265551646,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,U,y,n,,,,,5,14,114,17,b,0,1.2176014358710745,834.1624060622453,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,U,g,n,,,,,5,15,115,7,b,0,0.9504734921656564,838.6661137661067,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,G,g,v,,,,,5,16,116,4,v,1,1.9014691961438075,842.9024191386707,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,D,g,b,,,,,5,17,117,1,b,1,9.140386835190839,848.0897434581648,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,D,y,b,,,,,5,18,118,11,b,1,1.0007962975478222,860.4991901189069,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,D,d,v,,,,,5,19,119,18,v,1,1.451109202036605,864.7858339933928,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,D,g,b,,,,,6,0,120,1,b,1,2.5185922497730644,869.5061017280686,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,U,y,n,,,,,6,1,121,17,b,0,1.2843265218407396,875.3105361213611,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,U,d,n,,,,,6,2,122,6,b,0,1.9315721412986022,879.9006928211265,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,G,g,v,,,,,6,3,123,13,v,1,2.2183584920694557,885.1180588088982,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,D,y,b,,,,,6,4,124,2,b,1,1.9681791892862748,890.6222497850777,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,D,d,v,,,,,6,5,125,0,v,1,1.584549110851185,895.8762699104573,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,U,g,n,,,,,6,6,126,7,b,0,0.9006804450091295,900.7466780687946,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,G,y,b,,,,,6,7,127,5,b,1,1.2341003105493655,904.9501121698895,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,D,d,v,,,,,6,8,128,18,v,1,1.3177018937276443,909.4699963656476,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,U,y,n,,,,,6,9,129,8,b,0,0.866917489325715,914.0905943917469,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,G,g,v,,,,,6,10,130,4,v,1,1.5345178988845873,918.2433757582639,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,G,d,b,,,,,6,11,131,12,b,1,1.2342956117299764,923.0470437378053,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,G,g,v,,,,,6,12,132,19,v,1,1.0171877112998118,927.5674350525469,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,G,y,b,,,,,6,13,133,14,b,1,0.9173984675353495,931.853786428047,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,U,d,n,,,,,6,14,134,15,b,0,1.2173179925821387,936.0739708503179,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,G,d,b,,,,,6,15,135,3,b,1,2.1683589750400643,940.5770998951957,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,D,d,v,,,,,6,16,136,9,v,1,2.7020841986550295,946.031285920928,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,U,g,n,,,,,6,17,137,16,b,0,1.5011567142555577,952.0192065278288,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,D,y,b,,,,,6,18,138,11,b,1,2.4351859677753964,956.80619874476,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,D,g,b,,,,,6,19,139,10,b,1,1.5345188044548195,962.5272416470261,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,G,g,v,,,,,7,0,140,13,None,0,,967.3475995764347,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,U,d,n,,,,,7,1,141,15,None,0,,1030.5959638158529,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
,,,C,G,g,v,,,,,7,2,142,4,None,0,,1093.8442987751869,None,001,6,2019_Jun_05_1437,ACPT_experiment_5_30_19,3.1.0,60.06262203937307,
