3.3812 	WARNING 	Import Error: No module named 'psychtoolbox'. Using event module for keyboard component.
926.0778 	EXP 	Created dairy1_ex = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='dairy1_t.png', interpolate=True, mask=None, maskParams=None, name='dairy1_ex', opacity=1.0, ori=0.0, pos=array([0. , 0.1]), size=array([0.3, 0.4]), texRes=128, units='norm', win=Window(...))
926.0810 	EXP 	Created dairy2_ex = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='dairy2_t.png', interpolate=True, mask=None, maskParams=None, name='dairy2_ex', opacity=1.0, ori=0.0, pos=array([-0.45,  0.1 ]), size=array([0.3, 0.4]), texRes=128, units='norm', win=Window(...))
926.0838 	EXP 	Created dairy3_ex = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='dairy3_t.png', interpolate=True, mask=None, maskParams=None, name='dairy3_ex', opacity=1.0, ori=0.0, pos=array([0.45, 0.1 ]), size=array([0.3, 0.4]), texRes=128, units='norm', win=Window(...))
926.0859 	EXP 	Created dairy4_ex = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, image='dairy4_t.png', interpolate=True, mask=None, maskParams=None, name='dairy4_ex', opacity=1.0, ori=0.0, pos=array([ 0.45, -0.65]), size=array([0.3, 0.4]), texRes=128, units='norm', win=Window(...))
926.0911 	EXP 	Created dairy5_ex = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, image='dairy5_t.png', interpolate=True, mask=None, maskParams=None, name='dairy5_ex', opacity=1.0, ori=0.0, pos=array([-0.45, -0.65]), size=array([0.3, 0.4]), texRes=128, units='norm', win=Window(...))
926.1039 	EXP 	Created text_5 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-6.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_5', opacity=1.0, ori=0, pos=array([0.  , 0.75]), rgb=array([255., 255., 255.]), text=str(...), units='norm', win=Window(...), wrapWidth=1.5)
926.1082 	EXP 	Created wheat1_ex = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='wheat1_t.png', interpolate=True, mask=None, maskParams=None, name='wheat1_ex', opacity=1.0, ori=0.0, pos=array([0. , 0.1]), size=array([0.3, 0.4]), texRes=128, units='norm', win=Window(...))
926.1143 	EXP 	Created wheat2_ex = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='wheat2_t.png', interpolate=True, mask=None, maskParams=None, name='wheat2_ex', opacity=1.0, ori=0.0, pos=array([0.45, 0.1 ]), size=array([0.3, 0.4]), texRes=128, units='norm', win=Window(...))
926.1198 	EXP 	Created wheat3_ex = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='wheat3_t.png', interpolate=True, mask=None, maskParams=None, name='wheat3_ex', opacity=1.0, ori=0.0, pos=array([-0.45,  0.1 ]), size=array([0.3, 0.4]), texRes=128, units='norm', win=Window(...))
926.1230 	EXP 	Created wheat4_ex = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, image='wheat4_t.png', interpolate=True, mask=None, maskParams=None, name='wheat4_ex', opacity=1.0, ori=0.0, pos=array([ 0.45, -0.65]), size=array([0.3, 0.4]), texRes=128, units='norm', win=Window(...))
926.1271 	EXP 	Created wheat5_ex = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, image='wheat5_t.png', interpolate=True, mask=None, maskParams=None, name='wheat5_ex', opacity=1.0, ori=0.0, pos=array([-0.45, -0.65]), size=array([0.3, 0.4]), texRes=128, units='norm', win=Window(...))
926.1374 	EXP 	Created text_8 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-5.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_8', opacity=1.0, ori=0, pos=array([0.  , 0.75]), rgb=array([255., 255., 255.]), text=str(...), units='norm', win=Window(...), wrapWidth=1.5)
926.1409 	EXP 	Created insect1_ex = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='insect1_t.png', interpolate=True, mask=None, maskParams=None, name='insect1_ex', opacity=1.0, ori=0.0, pos=array([0. , 0.1]), size=array([0.3, 0.4]), texRes=128, units='norm', win=Window(...))
926.1481 	EXP 	Created insect2_exp = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='insect2_t.png', interpolate=True, mask=None, maskParams=None, name='insect2_exp', opacity=1.0, ori=0.0, pos=array([-0.45,  0.1 ]), size=array([0.3, 0.4]), texRes=128, units='norm', win=Window(...))
926.1556 	EXP 	Created insect3_ex = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='insect3_t.png', interpolate=True, mask=None, maskParams=None, name='insect3_ex', opacity=1.0, ori=0.0, pos=array([0.45, 0.1 ]), size=array([0.3, 0.4]), texRes=128, units='norm', win=Window(...))
926.1674 	EXP 	Created insect4_ex = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, image='insect4_t.png', interpolate=True, mask=None, maskParams=None, name='insect4_ex', opacity=1.0, ori=0.0, pos=array([ 0.45, -0.65]), size=array([0.3, 0.2]), texRes=128, units='norm', win=Window(...))
926.2391 	EXP 	Created insect5_ex = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, image='insect5_t.png', interpolate=True, mask=None, maskParams=None, name='insect5_ex', opacity=1.0, ori=0.0, pos=array([-0.45, -0.65]), size=array([0.3, 0.4]), texRes=128, units='norm', win=Window(...))
926.2511 	EXP 	Created text_9 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-5.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_9', opacity=1.0, ori=0, pos=array([0.  , 0.75]), rgb=array([255., 255., 255.]), text=str(...), units='norm', win=Window(...), wrapWidth=1.5)
926.2689 	EXP 	Created train_instr1 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='train_instr1', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='norm', win=Window(...), wrapWidth=1.5)
926.3073 	EXP 	Created train_instr2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='train_instr2', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='norm', win=Window(...), wrapWidth=1.5)
926.3741 	EXP 	Created text_4 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.4, italic=False, languageStyle='LTR', name='text_4', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='+', units='norm', win=Window(...), wrapWidth=1)
926.4818 	EXP 	Created background = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='train_background.png', interpolate=True, mask=None, maskParams=None, name='background', opacity=0.0, ori=0.0, pos=array([0., 0.]), size=array([2., 2.]), texRes=128, units='norm', win=Window(...))
926.4831 	EXP 	Created person_img = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='person_img', opacity=1.0, ori=0.0, pos=array([ 0.45, -0.  ]), size=array([0.4, 1.7]), texRes=128, units='norm', win=Window(...))
926.4843 	EXP 	Created food = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='food', opacity=1.0, ori=0.0, pos=array([-0.45, -0.  ]), size=array([0.3, 0.4]), texRes=128, units='norm', win=Window(...))
926.5007 	EXP 	Created text_6 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.2, italic=False, languageStyle='LTR', name='text_6', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='default text', units='norm', win=Window(...), wrapWidth=1)
926.5319 	EXP 	Created exp_instr1b = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='exp_instr1b', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='norm', win=Window(...), wrapWidth=1.5)
926.5573 	EXP 	Created exp_instr2b = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='exp_instr2b', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='norm', win=Window(...), wrapWidth=1.5)
926.5910 	EXP 	Created exp_instr3b = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='exp_instr3b', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='norm', win=Window(...), wrapWidth=1.5)
926.6205 	EXP 	Created exp_middle = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='exp_middle', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='norm', win=Window(...), wrapWidth=1.5)
926.6220 	EXP 	Created text_3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.4, italic=False, languageStyle='LTR', name='text_3', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='+', units='norm', win=Window(...), wrapWidth=1)
926.6232 	EXP 	Created Background = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='Background', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([2., 2.]), texRes=128, units='norm', win=Window(...))
926.6243 	EXP 	Created Person = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='Person', opacity=1.0, ori=0.0, pos=array([ 0. , -0.3]), size=array([0.2 , 1.05]), texRes=128, units='norm', win=Window(...))
926.6253 	EXP 	Created TablelL = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='TablelL', opacity=1.0, ori=0.0, pos=array([-0.6 , -0.17]), size=array([0.2 , 0.25]), texRes=128, units='norm', win=Window(...))
926.6264 	EXP 	Created TableR = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='TableR', opacity=1.0, ori=0.0, pos=array([ 0.6 , -0.17]), size=array([0.2 , 0.25]), texRes=128, units='norm', win=Window(...))
926.6421 	EXP 	Created end_instruct = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='end_instruct', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='norm', win=Window(...), wrapWidth=1.5)
926.6630 	EXP 	instr1: autoDraw = True
944.8936 	DATA 	Keypress: space
944.9173 	EXP 	Imported vig_targ_order.xlsx as conditions, 3 conditions, 3 params
944.9176 	EXP 	Created sequence: random, trialTypes=3, nReps=1, seed=None
944.9178 	EXP 	New trial (rep=0, index=0): OrderedDict([('facing_vig', 'C'), ('person_vig', 'D'), ('text_vig', 'is allergic to gluten, meaning she can’t eat wheat products. She enjoys eating dairy products. She thinks eating insects, like crickets, is disgusting.')])
945.1072 	EXP 	instr1: autoDraw = False
945.1072 	EXP 	vig_text_corr: text = 'Jordan is allergic to gluten, meaning she can’t eat wheat products. She enjoys eating dairy products. She thinks eating insects, like crickets, is disgusting.'
945.1072 	EXP 	train_targ: image = 'green_center_nf.png'
945.1072 	EXP 	vig_text_corr: autoDraw = True
945.1072 	EXP 	vig_back: autoDraw = True
945.1072 	EXP 	train_targ: autoDraw = True
954.7478 	DATA 	Keypress: space
954.7482 	EXP 	New trial (rep=0, index=1): OrderedDict([('facing_vig', 'C'), ('person_vig', 'U'), ('text_vig', 'did not report her food preferences, so her food preferences are unknown.')])
954.7979 	EXP 	vig_text_corr: autoDraw = False
954.7979 	EXP 	vig_back: autoDraw = False
954.7979 	EXP 	train_targ: autoDraw = False
954.7979 	EXP 	vig_text_corr: text = 'Alex did not report her food preferences, so her food preferences are unknown.'
954.7979 	EXP 	train_targ: image = 'red_center.png'
954.7979 	EXP 	vig_text_corr: autoDraw = True
954.7979 	EXP 	vig_back: autoDraw = True
954.7979 	EXP 	train_targ: autoDraw = True
958.6841 	DATA 	Keypress: space
958.6845 	EXP 	New trial (rep=0, index=2): OrderedDict([('facing_vig', 'C'), ('person_vig', 'G'), ('text_vig', 'cannot eat dairy products because she is lactose intolerant. She enjoys eating wheat products. She thinks eating insects, like crickets, is disgusting.')])
958.7342 	EXP 	vig_text_corr: autoDraw = False
958.7342 	EXP 	vig_back: autoDraw = False
958.7342 	EXP 	train_targ: autoDraw = False
958.7342 	EXP 	vig_text_corr: text = 'Chris cannot eat dairy products because she is lactose intolerant. She enjoys eating wheat products. She thinks eating insects, like crickets, is disgusting.'
958.7342 	EXP 	train_targ: image = 'blue_center_nf.png'
958.7342 	EXP 	vig_text_corr: autoDraw = True
958.7342 	EXP 	vig_back: autoDraw = True
958.7342 	EXP 	train_targ: autoDraw = True
970.7099 	DATA 	Keypress: space
970.7264 	EXP 	vig_text_corr: autoDraw = False
970.7264 	EXP 	vig_back: autoDraw = False
970.7264 	EXP 	train_targ: autoDraw = False
970.7264 	EXP 	text_7: autoDraw = True
976.6979 	DATA 	Keypress: left
986.9723 	DATA 	Keypress: space
986.9889 	EXP 	text_7: autoDraw = False
986.9889 	EXP 	dairy1_ex: autoDraw = True
986.9889 	EXP 	dairy2_ex: autoDraw = True
986.9889 	EXP 	dairy3_ex: autoDraw = True
986.9889 	EXP 	dairy4_ex: autoDraw = True
986.9889 	EXP 	dairy5_ex: autoDraw = True
986.9889 	EXP 	text_5: autoDraw = True
1003.0011 	DATA 	Keypress: space
1003.0176 	EXP 	dairy1_ex: autoDraw = False
1003.0176 	EXP 	dairy2_ex: autoDraw = False
1003.0176 	EXP 	dairy3_ex: autoDraw = False
1003.0176 	EXP 	dairy4_ex: autoDraw = False
1003.0176 	EXP 	dairy5_ex: autoDraw = False
1003.0176 	EXP 	text_5: autoDraw = False
1003.0176 	EXP 	wheat1_ex: autoDraw = True
1003.0176 	EXP 	wheat2_ex: autoDraw = True
1003.0176 	EXP 	wheat3_ex: autoDraw = True
1003.0176 	EXP 	wheat4_ex: autoDraw = True
1003.0176 	EXP 	wheat5_ex: autoDraw = True
1003.0176 	EXP 	text_8: autoDraw = True
1021.9154 	DATA 	Keypress: space
1021.9486 	EXP 	wheat1_ex: autoDraw = False
1021.9486 	EXP 	wheat2_ex: autoDraw = False
1021.9486 	EXP 	wheat3_ex: autoDraw = False
1021.9486 	EXP 	wheat4_ex: autoDraw = False
1021.9486 	EXP 	wheat5_ex: autoDraw = False
1021.9486 	EXP 	text_8: autoDraw = False
1021.9486 	EXP 	insect1_ex: autoDraw = True
1021.9486 	EXP 	insect2_exp: autoDraw = True
1021.9486 	EXP 	insect3_ex: autoDraw = True
1021.9486 	EXP 	insect4_ex: autoDraw = True
1021.9486 	EXP 	insect5_ex: autoDraw = True
1021.9486 	EXP 	text_9: autoDraw = True
1026.7356 	DATA 	Keypress: space
1026.7856 	EXP 	insect1_ex: autoDraw = False
1026.7856 	EXP 	insect2_exp: autoDraw = False
1026.7856 	EXP 	insect3_ex: autoDraw = False
1026.7856 	EXP 	insect4_ex: autoDraw = False
1026.7856 	EXP 	insect5_ex: autoDraw = False
1026.7856 	EXP 	text_9: autoDraw = False
1026.7856 	EXP 	train_instr1: autoDraw = True
1040.1292 	DATA 	Keypress: space
1040.1458 	EXP 	train_instr1: autoDraw = False
1040.1458 	EXP 	train_instr2: autoDraw = True
1058.7433 	DATA 	Keypress: space
1058.7500 	EXP 	Imported training trials.xlsx as conditions, 20 conditions, 4 params
1058.7508 	EXP 	Created sequence: random, trialTypes=20, nReps=50, seed=None
1058.7512 	EXP 	New trial (rep=0, index=0): OrderedDict([('facing_train', 'C'), ('person_train', 'G'), ('food_train', 'g'), ('correct_key_train', 'v')])
1058.7599 	EXP 	train_instr2: autoDraw = False
1059.2768 	EXP 	text_4: autoDraw = True
1059.7805 	EXP 	text_4: autoDraw = False
1059.7805 	EXP 	person_img: image = 'blue_center_nf.png'
1059.7805 	EXP 	food: image = 'wheat3_t.png'
1060.1610 	EXP 	background: autoDraw = True
1060.1610 	EXP 	person_img: autoDraw = True
1060.1610 	EXP 	food: autoDraw = True
1070.2019 	DATA 	Keypress: v
1070.2185 	EXP 	background: autoDraw = False
1070.2185 	EXP 	person_img: autoDraw = False
1070.2185 	EXP 	food: autoDraw = False
1070.2185 	EXP 	text_6: text = 'Correct'
1070.2185 	EXP 	text_6: autoDraw = True
1072.2038 	EXP 	New trial (rep=0, index=1): OrderedDict([('facing_train', 'C'), ('person_train', 'U'), ('food_train', 'g'), ('correct_key_train', 'n')])
1072.2200 	EXP 	text_6: autoDraw = False
1072.2200 	EXP 	text_6: autoDraw = False
1072.7370 	EXP 	text_4: autoDraw = True
1073.2374 	EXP 	text_4: autoDraw = False
1073.2374 	EXP 	text_4: autoDraw = False
1073.2374 	EXP 	person_img: image = 'red_center.png'
1073.2374 	EXP 	food: image = 'wheat2_t.png'
1073.4878 	EXP 	background: autoDraw = True
1073.4878 	EXP 	person_img: autoDraw = True
1073.4878 	EXP 	food: autoDraw = True
1088.6993 	DATA 	Keypress: n
1088.7158 	EXP 	background: autoDraw = False
1088.7158 	EXP 	person_img: autoDraw = False
1088.7158 	EXP 	food: autoDraw = False
1088.7158 	EXP 	text_6: text = 'Correct'
1088.7158 	EXP 	text_6: autoDraw = True
1090.7012 	EXP 	New trial (rep=0, index=2): OrderedDict([('facing_train', 'C'), ('person_train', 'G'), ('food_train', 'd'), ('correct_key_train', 'b')])
1090.7173 	EXP 	text_6: autoDraw = False
1090.7173 	EXP 	text_6: autoDraw = False
1091.2344 	EXP 	text_4: autoDraw = True
1091.7348 	EXP 	text_4: autoDraw = False
1091.7348 	EXP 	text_4: autoDraw = False
1091.7348 	EXP 	person_img: image = 'blue_center_nf.png'
1091.7348 	EXP 	food: image = 'dairy2_t.png'
1091.9851 	EXP 	background: autoDraw = True
1091.9851 	EXP 	person_img: autoDraw = True
1091.9851 	EXP 	food: autoDraw = True
1096.7053 	DATA 	Keypress: b
1096.7219 	EXP 	background: autoDraw = False
1096.7219 	EXP 	person_img: autoDraw = False
1096.7219 	EXP 	food: autoDraw = False
1096.7219 	EXP 	text_6: text = 'Correct'
1096.7219 	EXP 	text_6: autoDraw = True
1098.7072 	EXP 	New trial (rep=0, index=3): OrderedDict([('facing_train', 'C'), ('person_train', 'D'), ('food_train', 'y'), ('correct_key_train', 'b')])
1098.7234 	EXP 	text_6: autoDraw = False
1098.7234 	EXP 	text_6: autoDraw = False
1099.2404 	EXP 	text_4: autoDraw = True
1099.7408 	EXP 	text_4: autoDraw = False
1099.7408 	EXP 	text_4: autoDraw = False
1099.7408 	EXP 	person_img: image = 'green_center_nf.png'
1099.7408 	EXP 	food: image = 'insect4_t.png'
1099.9912 	EXP 	background: autoDraw = True
1099.9912 	EXP 	person_img: autoDraw = True
1099.9912 	EXP 	food: autoDraw = True
1104.2110 	DATA 	Keypress: v
1104.2276 	EXP 	background: autoDraw = False
1104.2276 	EXP 	person_img: autoDraw = False
1104.2276 	EXP 	food: autoDraw = False
1104.2276 	EXP 	text_6: text = 'Incorrect'
1104.2276 	EXP 	text_6: autoDraw = True
1106.2128 	EXP 	New trial (rep=0, index=4): OrderedDict([('facing_train', 'C'), ('person_train', 'D'), ('food_train', 'd'), ('correct_key_train', 'v')])
1106.2291 	EXP 	text_6: autoDraw = False
