facing_vig,person_vig,text_vig,facing_train,person_train,food_train,correct_key_train,vig_random.thisRepN,vig_random.thisTrialN,vig_random.thisN,vig_random.thisIndex,trainTrials.thisRepN,trainTrials.thisTrialN,trainTrials.thisN,trainTrials.thisIndex,train_resp.keys,train_resp.corr,train_resp.rt,train_resp.started,train_resp.stopped,session,participant,date,expName,psychopyVersion,frameRate,
,,,C,G,g,v,,,,,14,1,281,19,v,1,0.916999413191661,5070.648107118019,None,001,6,2019_Jun_05_1404,ACPT_experiment_5_30_19,3.1.0,59.954574822069624,
,,,C,D,d,v,,,,,14,2,282,9,v,1,1.5345079376202193,5074.851071832197,None,001,6,2019_Jun_05_1404,ACPT_experiment_5_30_19,3.1.0,59.954574822069624,
,,,C,D,d,v,,,,,14,3,283,18,v,1,1.4010843290579942,5079.654740113595,None,001,6,2019_Jun_05_1404,ACPT_experiment_5_30_19,3.1.0,59.954574822069624,
,,,C,G,g,v,,,,,14,4,284,4,v,1,0.9838183765432404,5084.358612510384,None,001,6,2019_Jun_05_1404,ACPT_experiment_5_30_19,3.1.0,59.954574822069624,
,,,C,U,g,n,,,,,14,5,285,7,b,0,3.719522149025579,5088.628266691459,None,001,6,2019_Jun_05_1404,ACPT_experiment_5_30_19,3.1.0,59.954574822069624,
,,,C,D,y,b,,,,,14,6,286,11,b,1,2.918936426597611,5095.633621324595,None,001,6,2019_Jun_05_1404,ACPT_experiment_5_30_19,3.1.0,59.954574822069624,
,,,C,G,d,b,,,,,14,7,287,3,b,1,3.135725566524343,5101.838382688889,None,001,6,2019_Jun_05_1404,ACPT_experiment_5_30_19,3.1.0,59.954574822069624,
,,,C,D,g,b,,,,,14,8,288,10,b,1,6.338187085852951,5108.259948285938,None,001,6,2019_Jun_05_1404,ACPT_experiment_5_30_19,3.1.0,59.954574822069624,
,,,C,U,y,n,,,,,14,9,289,17,b,0,2.735453533411601,5117.8839796283055,None,001,6,2019_Jun_05_1404,ACPT_experiment_5_30_19,3.1.0,59.954574822069624,
,,,C,U,y,n,,,,,14,10,290,8,v,0,1.634679029905783,5123.9051470162085,None,001,6,2019_Jun_05_1404,ACPT_experiment_5_30_19,3.1.0,59.954574822069624,
,,,C,D,y,b,,,,,14,11,291,2,b,1,0.8840384903305676,5128.8256479652455,None,001,6,2019_Jun_05_1404,ACPT_experiment_5_30_19,3.1.0,59.954574822069624,
,,,C,G,y,b,,,,,14,12,292,14,b,1,3.602525875142419,5133.012448865502,None,001,6,2019_Jun_05_1404,ACPT_experiment_5_30_19,3.1.0,59.954574822069624,
,,,C,D,d,v,,,,,14,13,293,0,b,0,5.254029181075566,5139.9008069228985,None,001,6,2019_Jun_05_1404,ACPT_experiment_5_30_19,3.1.0,59.954574822069624,
,,,C,G,d,b,,,,,14,14,294,12,b,1,1.1842493069370903,5148.440670097367,None,001,6,2019_Jun_05_1404,ACPT_experiment_5_30_19,3.1.0,59.954574822069624,
,,,C,U,g,n,,,,,14,15,295,16,b,0,1.2176394697953583,5152.910747360566,None,001,6,2019_Jun_05_1404,ACPT_experiment_5_30_19,3.1.0,59.954574822069624,
,,,C,G,g,v,,,,,14,16,296,13,v,1,1.0007781861559124,5157.41419939194,None,001,6,2019_Jun_05_1404,ACPT_experiment_5_30_19,3.1.0,59.954574822069624,
,,,C,G,y,b,,,,,14,17,297,5,b,1,0.900690708131151,5161.684138827444,None,001,6,2019_Jun_05_1404,ACPT_experiment_5_30_19,3.1.0,59.954574822069624,
,,,C,U,d,n,,,,,14,18,298,6,b,0,0.8840064935375267,5165.870673792091,None,001,6,2019_Jun_05_1404,ACPT_experiment_5_30_19,3.1.0,59.954574822069624,
,,,C,U,d,n,,,,,14,19,299,15,b,0,1.2177704755331433,5170.023699360547,None,001,6,2019_Jun_05_1404,ACPT_experiment_5_30_19,3.1.0,59.954574822069624,
,,,C,G,y,b,,,,,15,0,300,5,b,1,0.833972866719705,5174.527285416224,None,001,6,2019_Jun_05_1404,ACPT_experiment_5_30_19,3.1.0,59.954574822069624,
,,,C,G,g,v,,,,,15,1,301,13,v,1,1.0837712265520167,5178.664157735738,None,001,6,2019_Jun_05_1404,ACPT_experiment_5_30_19,3.1.0,59.954574822069624,
,,,C,U,g,n,,,,,15,2,302,7,v,0,3.886320525761221,5183.033791330197,None,001,6,2019_Jun_05_1404,ACPT_experiment_5_30_19,3.1.0,59.954574822069624,
,,,C,D,g,b,,,,,15,3,303,1,b,1,3.7362136081756034,5190.205941925216,None,001,6,2019_Jun_05_1404,ACPT_experiment_5_30_19,3.1.0,59.954574822069624,
,,,C,U,y,n,,,,,15,4,304,17,b,0,2.13495311564202,5197.228007638178,None,001,6,2019_Jun_05_1404,ACPT_experiment_5_30_19,3.1.0,59.954574822069624,
,,,C,U,g,n,,,,,15,5,305,16,b,0,2.2018249038892463,5202.632128945868,None,001,6,2019_Jun_05_1404,ACPT_experiment_5_30_19,3.1.0,59.954574822069624,
,,,C,G,y,b,,,,,15,6,306,14,b,1,1.0174551561922272,5208.119640839016,None,001,6,2019_Jun_05_1404,ACPT_experiment_5_30_19,3.1.0,59.954574822069624,
,,,C,U,d,n,,,,,15,7,307,15,b,0,1.734708249618052,5212.422926970036,None,001,6,2019_Jun_05_1404,ACPT_experiment_5_30_19,3.1.0,59.954574822069624,
,,,C,G,d,b,,,,,15,8,308,12,b,1,2.5852931872186673,5217.443464081487,None,001,6,2019_Jun_05_1404,ACPT_experiment_5_30_19,3.1.0,59.954574822069624,
,,,C,G,g,v,,,,,15,9,309,4,v,1,1.6012502294106525,5223.297907953074,None,001,6,2019_Jun_05_1404,ACPT_experiment_5_30_19,3.1.0,59.954574822069624,
,,,C,G,g,v,,,,,15,10,310,19,v,1,0.9507484834730349,5228.16828834061,None,001,6,2019_Jun_05_1404,ACPT_experiment_5_30_19,3.1.0,59.954574822069624,
,,,C,G,d,b,,,,,15,11,311,3,b,1,1.5509250091772628,5232.405145808782,None,001,6,2019_Jun_05_1404,ACPT_experiment_5_30_19,3.1.0,59.954574822069624,
,,,C,U,d,n,,,,,15,12,312,6,b,0,2.85220952949021,5237.241903905782,None,001,6,2019_Jun_05_1404,ACPT_experiment_5_30_19,3.1.0,59.954574822069624,
,,,C,D,y,b,,,,,15,13,313,2,b,1,1.5345378214169614,5243.3799329395515,None,001,6,2019_Jun_05_1404,ACPT_experiment_5_30_19,3.1.0,59.954574822069624,
,,,C,D,d,v,,,,,15,14,314,0,v,1,3.4192923154569144,5248.183609672932,None,001,6,2019_Jun_05_1404,ACPT_experiment_5_30_19,3.1.0,59.954574822069624,
,,,C,U,y,n,,,,,15,15,315,8,b,0,1.1008493639274093,5254.88873266136,None,001,6,2019_Jun_05_1404,ACPT_experiment_5_30_19,3.1.0,59.954574822069624,
,,,C,D,d,v,,,,,15,16,316,9,v,1,3.7359600486834097,5259.292345944497,None,001,6,2019_Jun_05_1404,ACPT_experiment_5_30_19,3.1.0,59.954574822069624,
,,,C,D,d,v,,,,,15,17,317,18,v,1,1.3677216351452444,5266.297460903541,None,001,6,2019_Jun_05_1404,ACPT_experiment_5_30_19,3.1.0,59.954574822069624,
,,,C,D,g,b,,,,,15,18,318,10,b,1,1.2843138438656752,5270.951031624906,None,001,6,2019_Jun_05_1404,ACPT_experiment_5_30_19,3.1.0,59.954574822069624,
,,,C,D,y,b,,,,,15,19,319,11,b,1,0.9841292887776945,5275.50447955103,None,001,6,2019_Jun_05_1404,ACPT_experiment_5_30_19,3.1.0,59.954574822069624,
,,,C,G,g,v,,,,,16,0,320,13,v,1,0.9169957909125515,5279.7914895774975,None,001,6,2019_Jun_05_1404,ACPT_experiment_5_30_19,3.1.0,59.954574822069624,
,,,C,U,g,n,,,,,16,1,321,7,v,0,3.7195837277595274,5283.994324493364,None,001,6,2019_Jun_05_1404,ACPT_experiment_5_30_19,3.1.0,59.954574822069624,
