17.1376 	WARNING 	Import Error: No module named 'psychtoolbox'. Using event module for keyboard component.
3420.4816 	EXP 	Created text_5 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-6.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_5', opacity=1.0, ori=0, pos=array([0.  , 0.75]), rgb=array([255., 255., 255.]), text=str(...), units='norm', win=Window(...), wrapWidth=1.5)
3420.4868 	EXP 	Created wheat1_ex = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='wheat1_t.png', interpolate=True, mask=None, maskParams=None, name='wheat1_ex', opacity=1.0, ori=0.0, pos=array([0. , 0.1]), size=array([0.3, 0.4]), texRes=128, units='norm', win=Window(...))
3420.4938 	EXP 	Created wheat2_ex = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='wheat2_t.png', interpolate=True, mask=None, maskParams=None, name='wheat2_ex', opacity=1.0, ori=0.0, pos=array([0.45, 0.1 ]), size=array([0.3, 0.4]), texRes=128, units='norm', win=Window(...))
3420.4999 	EXP 	Created wheat3_ex = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='wheat3_t.png', interpolate=True, mask=None, maskParams=None, name='wheat3_ex', opacity=1.0, ori=0.0, pos=array([-0.45,  0.1 ]), size=array([0.3, 0.4]), texRes=128, units='norm', win=Window(...))
3420.5037 	EXP 	Created wheat4_ex = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, image='wheat4_t.png', interpolate=True, mask=None, maskParams=None, name='wheat4_ex', opacity=1.0, ori=0.0, pos=array([ 0.45, -0.65]), size=array([0.3, 0.4]), texRes=128, units='norm', win=Window(...))
3420.5084 	EXP 	Created wheat5_ex = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, image='wheat5_t.png', interpolate=True, mask=None, maskParams=None, name='wheat5_ex', opacity=1.0, ori=0.0, pos=array([-0.45, -0.65]), size=array([0.3, 0.4]), texRes=128, units='norm', win=Window(...))
3420.5190 	EXP 	Created text_8 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-5.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_8', opacity=1.0, ori=0, pos=array([0.  , 0.75]), rgb=array([255., 255., 255.]), text=str(...), units='norm', win=Window(...), wrapWidth=1.5)
3420.5233 	EXP 	Created insect1_ex = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='insect1_t.png', interpolate=True, mask=None, maskParams=None, name='insect1_ex', opacity=1.0, ori=0.0, pos=array([0. , 0.1]), size=array([0.3, 0.4]), texRes=128, units='norm', win=Window(...))
3420.5310 	EXP 	Created insect2_exp = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='insect2_t.png', interpolate=True, mask=None, maskParams=None, name='insect2_exp', opacity=1.0, ori=0.0, pos=array([-0.45,  0.1 ]), size=array([0.3, 0.4]), texRes=128, units='norm', win=Window(...))
3420.5393 	EXP 	Created insect3_ex = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='insect3_t.png', interpolate=True, mask=None, maskParams=None, name='insect3_ex', opacity=1.0, ori=0.0, pos=array([0.45, 0.1 ]), size=array([0.3, 0.4]), texRes=128, units='norm', win=Window(...))
3420.5518 	EXP 	Created insect4_ex = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, image='insect4_t.png', interpolate=True, mask=None, maskParams=None, name='insect4_ex', opacity=1.0, ori=0.0, pos=array([ 0.45, -0.65]), size=array([0.3, 0.2]), texRes=128, units='norm', win=Window(...))
3420.7736 	EXP 	Created insect5_ex = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, image='insect5_t.png', interpolate=True, mask=None, maskParams=None, name='insect5_ex', opacity=1.0, ori=0.0, pos=array([-0.45, -0.65]), size=array([0.3, 0.4]), texRes=128, units='norm', win=Window(...))
3420.7857 	EXP 	Created text_9 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-5.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_9', opacity=1.0, ori=0, pos=array([0.  , 0.75]), rgb=array([255., 255., 255.]), text=str(...), units='norm', win=Window(...), wrapWidth=1.5)
3420.8036 	EXP 	Created train_instr1 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='train_instr1', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='norm', win=Window(...), wrapWidth=1.5)
3420.8424 	EXP 	Created train_instr2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='train_instr2', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='norm', win=Window(...), wrapWidth=1.5)
3420.9095 	EXP 	Created text_4 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.4, italic=False, languageStyle='LTR', name='text_4', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='+', units='norm', win=Window(...), wrapWidth=1)
3421.0160 	EXP 	Created background = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='train_background.png', interpolate=True, mask=None, maskParams=None, name='background', opacity=0.0, ori=0.0, pos=array([0., 0.]), size=array([2., 2.]), texRes=128, units='norm', win=Window(...))
3421.0174 	EXP 	Created person_img = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='person_img', opacity=1.0, ori=0.0, pos=array([ 0.45, -0.  ]), size=array([0.4, 1.7]), texRes=128, units='norm', win=Window(...))
3421.0186 	EXP 	Created food = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='food', opacity=1.0, ori=0.0, pos=array([-0.45, -0.  ]), size=array([0.3, 0.4]), texRes=128, units='norm', win=Window(...))
3421.0370 	EXP 	Created text_6 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.2, italic=False, languageStyle='LTR', name='text_6', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='default text', units='norm', win=Window(...), wrapWidth=1)
3421.0695 	EXP 	Created exp_instr1b = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='exp_instr1b', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='norm', win=Window(...), wrapWidth=1.5)
3421.0962 	EXP 	Created exp_instr2b = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='exp_instr2b', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='norm', win=Window(...), wrapWidth=1.5)
3421.1309 	EXP 	Created exp_instr3b = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='exp_instr3b', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='norm', win=Window(...), wrapWidth=1.5)
3421.1604 	EXP 	Created exp_middle = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='exp_middle', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='norm', win=Window(...), wrapWidth=1.5)
3421.1620 	EXP 	Created text_3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.4, italic=False, languageStyle='LTR', name='text_3', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='+', units='norm', win=Window(...), wrapWidth=1)
3421.1632 	EXP 	Created Background = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='Background', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([2., 2.]), texRes=128, units='norm', win=Window(...))
3421.1643 	EXP 	Created Person = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='Person', opacity=1.0, ori=0.0, pos=array([ 0. , -0.3]), size=array([0.2 , 1.05]), texRes=128, units='norm', win=Window(...))
3421.1654 	EXP 	Created TablelL = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='TablelL', opacity=1.0, ori=0.0, pos=array([-0.6 , -0.17]), size=array([0.2 , 0.25]), texRes=128, units='norm', win=Window(...))
3421.1665 	EXP 	Created TableR = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='TableR', opacity=1.0, ori=0.0, pos=array([ 0.6 , -0.17]), size=array([0.2 , 0.25]), texRes=128, units='norm', win=Window(...))
3421.1819 	EXP 	Created end_instruct = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='end_instruct', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='norm', win=Window(...), wrapWidth=1.5)
3421.2026 	EXP 	instr1: autoDraw = True
3448.1902 	DATA 	Keypress: space
3448.2804 	EXP 	Imported vig_targ_order.xlsx as conditions, 3 conditions, 3 params
3448.2807 	EXP 	Created sequence: random, trialTypes=3, nReps=1, seed=None
3448.2809 	EXP 	New trial (rep=0, index=0): OrderedDict([('facing_vig', 'C'), ('person_vig', 'U'), ('text_vig', 'did not report her food preferences, so her food preferences are unknown.')])
3448.4402 	EXP 	instr1: autoDraw = False
3448.4402 	EXP 	vig_text_corr: text = 'Chris did not report her food preferences, so her food preferences are unknown.'
3448.4402 	EXP 	train_targ: image = 'blue_center_nf.png'
3448.4402 	EXP 	vig_text_corr: autoDraw = True
3448.4402 	EXP 	vig_back: autoDraw = True
3448.4402 	EXP 	train_targ: autoDraw = True
3457.1301 	DATA 	Keypress: space
3457.1305 	EXP 	New trial (rep=0, index=1): OrderedDict([('facing_vig', 'C'), ('person_vig', 'G'), ('text_vig', 'cannot eat dairy products because she is lactose intolerant. She enjoys eating wheat products. She thinks eating insects, like crickets, is disgusting.')])
3457.1802 	EXP 	vig_text_corr: autoDraw = False
3457.1802 	EXP 	vig_back: autoDraw = False
3457.1802 	EXP 	train_targ: autoDraw = False
3457.1802 	EXP 	vig_text_corr: text = 'Alex cannot eat dairy products because she is lactose intolerant. She enjoys eating wheat products. She thinks eating insects, like crickets, is disgusting.'
3457.1802 	EXP 	train_targ: image = 'red_center.png'
3457.1802 	EXP 	vig_text_corr: autoDraw = True
3457.1802 	EXP 	vig_back: autoDraw = True
3457.1802 	EXP 	train_targ: autoDraw = True
3467.3713 	DATA 	Keypress: space
3467.3717 	EXP 	New trial (rep=0, index=2): OrderedDict([('facing_vig', 'C'), ('person_vig', 'D'), ('text_vig', 'is allergic to gluten, meaning she can’t eat wheat products. She enjoys eating dairy products. She thinks eating insects, like crickets, is disgusting.')])
3467.4381 	EXP 	vig_text_corr: autoDraw = False
3467.4381 	EXP 	vig_back: autoDraw = False
3467.4381 	EXP 	train_targ: autoDraw = False
3467.4381 	EXP 	vig_text_corr: text = 'Jordan is allergic to gluten, meaning she can’t eat wheat products. She enjoys eating dairy products. She thinks eating insects, like crickets, is disgusting.'
3467.4381 	EXP 	train_targ: image = 'green_center_nf.png'
3467.4381 	EXP 	vig_text_corr: autoDraw = True
3467.4381 	EXP 	vig_back: autoDraw = True
3467.4381 	EXP 	train_targ: autoDraw = True
3476.4783 	DATA 	Keypress: space
3476.4949 	EXP 	vig_text_corr: autoDraw = False
3476.4949 	EXP 	vig_back: autoDraw = False
3476.4949 	EXP 	train_targ: autoDraw = False
3476.4949 	EXP 	text_7: autoDraw = True
3484.0009 	DATA 	Keypress: space
3484.0173 	EXP 	text_7: autoDraw = False
3484.0173 	EXP 	dairy1_ex: autoDraw = True
3484.0173 	EXP 	dairy2_ex: autoDraw = True
3484.0173 	EXP 	dairy3_ex: autoDraw = True
3484.0173 	EXP 	dairy4_ex: autoDraw = True
3484.0173 	EXP 	dairy5_ex: autoDraw = True
3484.0173 	EXP 	text_5: autoDraw = True
3488.7877 	DATA 	Keypress: space
3488.8376 	EXP 	dairy1_ex: autoDraw = False
3488.8376 	EXP 	dairy2_ex: autoDraw = False
3488.8376 	EXP 	dairy3_ex: autoDraw = False
3488.8376 	EXP 	dairy4_ex: autoDraw = False
3488.8376 	EXP 	dairy5_ex: autoDraw = False
3488.8376 	EXP 	text_5: autoDraw = False
3488.8376 	EXP 	wheat1_ex: autoDraw = True
3488.8376 	EXP 	wheat2_ex: autoDraw = True
3488.8376 	EXP 	wheat3_ex: autoDraw = True
3488.8376 	EXP 	wheat4_ex: autoDraw = True
3488.8376 	EXP 	wheat5_ex: autoDraw = True
3488.8376 	EXP 	text_8: autoDraw = True
3496.2436 	DATA 	Keypress: space
3496.2767 	EXP 	wheat1_ex: autoDraw = False
3496.2767 	EXP 	wheat2_ex: autoDraw = False
3496.2767 	EXP 	wheat3_ex: autoDraw = False
3496.2767 	EXP 	wheat4_ex: autoDraw = False
3496.2767 	EXP 	wheat5_ex: autoDraw = False
3496.2767 	EXP 	text_8: autoDraw = False
3496.2767 	EXP 	insect1_ex: autoDraw = True
3496.2767 	EXP 	insect2_exp: autoDraw = True
3496.2767 	EXP 	insect3_ex: autoDraw = True
3496.2767 	EXP 	insect4_ex: autoDraw = True
3496.2767 	EXP 	insect5_ex: autoDraw = True
3496.2767 	EXP 	text_9: autoDraw = True
3499.7961 	DATA 	Keypress: space
3499.8127 	EXP 	insect1_ex: autoDraw = False
3499.8127 	EXP 	insect2_exp: autoDraw = False
3499.8127 	EXP 	insect3_ex: autoDraw = False
3499.8127 	EXP 	insect4_ex: autoDraw = False
3499.8127 	EXP 	insect5_ex: autoDraw = False
3499.8127 	EXP 	text_9: autoDraw = False
3499.8127 	EXP 	train_instr1: autoDraw = True
3506.1511 	DATA 	Keypress: space
3506.1677 	EXP 	train_instr1: autoDraw = False
3506.1677 	EXP 	train_instr2: autoDraw = True
3519.1611 	DATA 	Keypress: space
3519.1869 	EXP 	Imported training trials.xlsx as conditions, 20 conditions, 4 params
3519.1876 	EXP 	Created sequence: random, trialTypes=20, nReps=50, seed=None
3519.1880 	EXP 	New trial (rep=0, index=0): OrderedDict([('facing_train', 'C'), ('person_train', 'D'), ('food_train', 'g'), ('correct_key_train', 'b')])
3519.1973 	EXP 	train_instr2: autoDraw = False
3519.7312 	EXP 	text_4: autoDraw = True
3520.1983 	EXP 	text_4: autoDraw = False
3520.1983 	EXP 	person_img: image = 'green_center_nf.png'
3520.1983 	EXP 	food: image = 'wheat1_t.png'
3520.5788 	EXP 	background: autoDraw = True
3520.5788 	EXP 	person_img: autoDraw = True
3520.5788 	EXP 	food: autoDraw = True
3522.3467 	DATA 	Keypress: v
3522.3634 	EXP 	background: autoDraw = False
3522.3634 	EXP 	person_img: autoDraw = False
3522.3634 	EXP 	food: autoDraw = False
3522.3634 	EXP 	text_6: text = 'Incorrect'
3522.3634 	EXP 	text_6: autoDraw = True
3524.3488 	EXP 	New trial (rep=0, index=1): OrderedDict([('facing_train', 'C'), ('person_train', 'D'), ('food_train', 'd'), ('correct_key_train', 'v')])
3524.3649 	EXP 	text_6: autoDraw = False
3524.3649 	EXP 	text_6: autoDraw = False
3524.8819 	EXP 	text_4: autoDraw = True
3525.3823 	EXP 	text_4: autoDraw = False
3525.3823 	EXP 	text_4: autoDraw = False
3525.3823 	EXP 	person_img: image = 'green_center_nf.png'
3525.3823 	EXP 	food: image = 'dairy2_t.png'
3525.6159 	EXP 	background: autoDraw = True
3525.6159 	EXP 	person_img: autoDraw = True
3525.6159 	EXP 	food: autoDraw = True
3527.1838 	DATA 	Keypress: v
3527.2003 	EXP 	background: autoDraw = False
3527.2003 	EXP 	person_img: autoDraw = False
3527.2003 	EXP 	food: autoDraw = False
3527.2003 	EXP 	text_6: text = 'Correct'
3527.2003 	EXP 	text_6: autoDraw = True
3529.1857 	EXP 	New trial (rep=0, index=2): OrderedDict([('facing_train', 'C'), ('person_train', 'U'), ('food_train', 'g'), ('correct_key_train', 'n')])
3529.2019 	EXP 	text_6: autoDraw = False
3529.2019 	EXP 	text_6: autoDraw = False
3529.7189 	EXP 	text_4: autoDraw = True
3530.2193 	EXP 	text_4: autoDraw = False
3530.2193 	EXP 	text_4: autoDraw = False
3530.2193 	EXP 	person_img: image = 'blue_center_nf.png'
3530.2193 	EXP 	food: image = 'wheat5_t.png'
3530.4697 	EXP 	background: autoDraw = True
3530.4697 	EXP 	person_img: autoDraw = True
3530.4697 	EXP 	food: autoDraw = True
3532.1709 	DATA 	Keypress: v
3532.1875 	EXP 	background: autoDraw = False
3532.1875 	EXP 	person_img: autoDraw = False
3532.1875 	EXP 	food: autoDraw = False
3532.1875 	EXP 	text_6: text = 'Incorrect'
3532.1875 	EXP 	text_6: autoDraw = True
3534.1728 	EXP 	New trial (rep=0, index=3): OrderedDict([('facing_train', 'C'), ('person_train', 'D'), ('food_train', 'y'), ('correct_key_train', 'b')])
3534.1890 	EXP 	text_6: autoDraw = False
3534.1890 	EXP 	text_6: autoDraw = False
3534.7061 	EXP 	text_4: autoDraw = True
3535.2065 	EXP 	text_4: autoDraw = False
3535.2065 	EXP 	text_4: autoDraw = False
3535.2065 	EXP 	person_img: image = 'green_center_nf.png'
3535.2065 	EXP 	food: image = 'insect1_t.png'
3535.4568 	EXP 	background: autoDraw = True
3535.4568 	EXP 	person_img: autoDraw = True
3535.4568 	EXP 	food: autoDraw = True
3536.5243 	DATA 	Keypress: n
3536.5408 	EXP 	background: autoDraw = False
3536.5408 	EXP 	person_img: autoDraw = False
3536.5408 	EXP 	food: autoDraw = False
3536.5408 	EXP 	text_6: text = 'Incorrect'
3536.5408 	EXP 	text_6: autoDraw = True
